Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
viva-granola-honey-oats-300g-18415,Viva Granola Honey Oats 300g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-18415,300.0059935,shopify,9,deny,manual,2.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
viva-duo-mix-de-cereale-cacao-si-vanilie-250g-17189,Viva Duo Mix De Cereale Cacao Si Vanilie 250g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-17189,250.0201143,shopify,12,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
viva-corn-flakes-250g-15451,Viva Corn Flakes 250g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-15451,250.0201143,shopify,12,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
univer-ketchup-dulce-flacon-470g-14005,Univer Ketchup Dulce Flacon 470g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-14005,470.0124138,shopify,12,deny,manual,2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
tomi-ketchup-dulce-500g-14921,Tomi Ketchup Dulce 500g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-14921,499.9948695,shopify,10,deny,manual,1.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
tomi-ketchup-dulce-350g-14683,Tomi Ketchup Dulce 350g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-14683,349.9918727,shopify,10,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
sare-gema-maruntita-2kg-15354,Sare Gema Maruntita 2kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-15354,1999.979478,shopify,20,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
rose-sweet-tornado-mix-cup-sbox-12pcs-17605,Rose Sweet Tornado Mix Cup Sbox (12Pcs),,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-17605,0,shopify,1,deny,manual,30.2,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
regal-otet-1l-11369,Regal Otet 1L,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11369,0,shopify,12,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
regal-ketchup-picant-450g-11362,Regal Ketchup Picant 450g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11362,450.0089903,shopify,6,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
regal-ketchup-dulce-450g-11361,Regal Ketchup Dulce 450g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11361,450.0089903,shopify,6,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-sirop-zmeura-500ml-10895,Raureni Sirop Zmeura 500ml,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-10895,0,shopify,8,deny,manual,3.5,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
raureni-sirop-visine-500ml-10891,Raureni Sirop Visine 500ml,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-10891,0,shopify,8,deny,manual,3.5,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
raureni-sirop-soc-lamaie-500ml-18527,Raureni Sirop Soc Lamaie 500ml,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-18527,0,shopify,8,deny,manual,3.5,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
raureni-sirop-capsuni-500ml-10892,Raureni Sirop Capsuni 500ml,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-10892,0,shopify,8,deny,manual,3.5,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
raureni-sirop-afine-500ml-10914,Raureni Sirop Afine 500ml,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-10914,0,shopify,8,deny,manual,3.5,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
raureni-bors-1l-10932,Raureni Bors 1L,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-10932,0,shopify,12,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
plafar-sirop-pin-si-propolis-500ml-15574,Plafar Sirop Pin Si Propolis 500ml,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-15574,0,shopify,6,deny,manual,4.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
plafar-sirop-muguri-pin-500ml-15575,Plafar Sirop Muguri Pin 500ml,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-15575,0,shopify,6,deny,manual,4.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
plafar-sirop-macese-si-propolis-500ml-15573,Plafar Sirop Macese Si Propolis 500ml,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-15573,0,shopify,6,deny,manual,5.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
plafar-sirop-catina-si-propolis-500ml-15571,Plafar Sirop Catina Si Propolis 500ml,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-15571,0,shopify,6,deny,manual,4.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
plafar-sirop-brad-echinaceea-si-propolis-500ml-15572,Plafar Sirop Brad Echinaceea Si Propolis 500ml,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-15572,0,shopify,6,deny,manual,4.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-otet-1l-11621,Olympia Otet 1L,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11621,0,shopify,12,deny,manual,0.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-mustar-dulce-300g-11641,Olympia Mustar Dulce 300g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11641,300.0059935,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-mustar-clasic-500g-11622,Olympia Mustar Clasic 500g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11622,499.9948695,shopify,6,deny,manual,1.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-mustar-clasic-300g-11618,Olympia Mustar Clasic 300g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11618,300.0059935,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-mustar-boabe-300g-11650,Olympia Mustar Boabe 300g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11650,300.0059935,shopify,6,deny,manual,1.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-maioneza-usturoi-480g-11629,Olympia Maioneza Usturoi 480g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11629,479.9914459,shopify,6,deny,manual,2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-maioneza-mustar-480g-11630,Olympia Maioneza Mustar 480g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11630,479.9914459,shopify,6,deny,manual,2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-maioneza-clasica-480g-11628,Olympia Maioneza Clasica 480g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11628,479.9914459,shopify,6,deny,manual,2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-bors-st-750ml-11643,Olympia Bors St 750ml,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11643,0,shopify,6,deny,manual,1.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-bors-leustean-1l-11652,Olympia Bors Leustean 1L,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11652,0,shopify,6,deny,manual,0.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-bors-bidon-1l-11640,Olympia Bors Bidon 1L,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11640,0,shopify,6,deny,manual,0.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mangal-bbq-charcoal-2-5kg-12244,Mangal/Bbq Charcoal 2.5kg,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-12244,2500.019706,shopify,10,deny,manual,5,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
la-minut-mustar-masa-300g-11672,La Minut Mustar Masa 300g,,Basarabia,Uncategorized,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11672,300.0059935,shopify,8,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
la-minut-mustar-masa-490g-11679,La Minut Mustar Masa 490g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11679,490.0158373,shopify,10,deny,manual,2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
la-minut-mustar-dulce-480g-11680,La Minut Mustar Dulce 480g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11680,479.9914459,shopify,10,deny,manual,2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
la-minut-mustar-barosanul-masa-425g-13260,La Minut Mustar Barosanul Masa 425g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-13260,425.0160507,shopify,8,deny,manual,1.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
la-minut-mustar-barosanul-dulce-425g-15877,La Minut Mustar Barosanul Dulce 425g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-15877,425.0160507,shopify,8,deny,manual,1.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
la-minut-lux-mustar-dulce-300g-18825,La Minut Lux Mustar Dulce 300g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-18825,300.0059935,shopify,16,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
la-minut-lux-mustar-clasic-300g-18826,La Minut Lux Mustar Clasic 300g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-18826,300.0059935,shopify,16,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
grania-faina-prajituri-1kg-11041,Grania Faina Prajituri 1kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11041,999.9897389,shopify,10,deny,manual,0.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
enache-malai-negru-1kg-12085,Enache Malai Negru 1kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-12085,999.9897389,shopify,20,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
dorivi-vanilati-250g-12196,Dorivi Vanilati 250g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-12196,250.0201143,shopify,12,deny,manual,0.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
dorivi-mac-sare-250g-12195,Dorivi Mac Sare 250g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-12195,250.0201143,shopify,12,deny,manual,0.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
dorivi-chimen-250g-12197,Dorivi Chimen 250g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-12197,250.0201143,shopify,12,deny,manual,0.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
deroni-sos-cu-usturoi-305g-18635,Deroni Sos Cu Usturoi 305g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-18635,304.9955096,shopify,6,deny,manual,2.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-pernute-umplute-cu-cacao-100g-14045,Croco Pernute Umplute Cu Cacao 100g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-14045,100.0171176,shopify,22,deny,manual,0.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
coronita-zahar-1kg-11192,Coronita Zahar 1kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11192,999.9897389,shopify,10,deny,manual,1.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
cegusto-bors-1l-11823,Cegusto Bors 1L,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11823,0,shopify,6,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-nuci-glazurate-cu-crema-500g-17098,Camara Lui Enache Nuci Glazurate Cu Crema 500g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-17098,499.9948695,shopify,6,deny,manual,6.4,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-malai-extra-1kg-18873,Camara Lui Enache Malai Extra 1kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-18873,999.9897389,shopify,10,deny,manual,0.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-gris-500g-18871,Camara Lui Enache Gris 500g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-18871,499.9948695,shopify,10,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-faina-alba-superioara-000-1kg-18872,Camara Lui Enache Faina Alba Superioara 000 1kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-18872,999.9897389,shopify,10,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-bors-1l-17013,Camara Lui Enache Bors 1L,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-17013,0,shopify,6,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bunica-ulei-1l-11742,Bunica Ulei 1L,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11742,0,shopify,6,deny,manual,2.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bunica-ulei-1-8l-11743,Bunica Ulei 1.8L,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11743,0,shopify,6,deny,manual,4.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bunica-mustar-fin-300g-11674,Bunica Mustar Fin 300g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11674,300.0059935,shopify,16,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bunica-mustar-dulce-300g-14678,Bunica Mustar Dulce 300g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-14678,300.0059935,shopify,16,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
boromir-malai-extra-1kg-11324,Boromir Malai Extra 1kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11324,999.9897389,shopify,10,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
boromir-foi-pandispan-380g-14187,Boromir Foi Pandispan 380g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-14187,380.0196876,shopify,7,deny,manual,2.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
boromir-foi-cremsnit-380g-11329,Boromir Foi Cremsnit 380g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11329,380.0196876,shopify,12,deny,manual,2.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
boromir-faina-2kg-11337,Boromir Faina 2kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11337,1999.979478,shopify,6,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
boromir-faina-1kg-11325,Boromir Faina 1kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11325,999.9897389,shopify,10,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
baneasa-faina-1kg-11142,Baneasa Faina 1kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11142,999.9897389,shopify,10,deny,manual,1.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
atifco-zahar-1kg-16320,Atifco Zahar 1kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-16320,999.9897389,shopify,10,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
atifco-kid-joy-surprise-egg-boys-11866,Atifco Kid Joy Surprise Egg Boys,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11866,0,shopify,8,deny,manual,2.1,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
atifco-kid-joy-surpise-egg-girls-11867,Atifco Kid Joy Surpise Egg Girls,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-11867,0,shopify,8,deny,manual,2.1,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
arpis-malai-extra-1kg-11719,Arpis Malai Extra 1kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11719,999.9897389,shopify,10,deny,manual,0.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
arpis-faina-1kg-11721,Arpis Faina 1kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11721,999.9897389,shopify,10,deny,manual,0.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
viva-cereale-cacao-250g-13073,Viva Cereale Cacao 250g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-13073,250.0201143,shopify,10,deny,manual,1.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
dr-oetker-foi-subtiri-pentru-prajituri-17581,Dr.Oetker Foi Subtiri Pentru Prajituri,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-17581,0,shopify,12,deny,manual,4.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
dr-oetker-foi-simple-pentru-prajituri-17582,Dr.Oetker Foi Simple Pentru Prajituri,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-17582,0,shopify,12,deny,manual,4.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
dobrogea-faina-1kg-10851,Dobrogea Faina 1kg,,Basarabia,,General Products,"General Products, price-match",TRUE,Title,Default Title,,,,,,,,MAR-10851,999.9897389,shopify,10,deny,manual,0.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bunica-mustar-muntenesc-cu-marar-300g-18704,Bunica Mustar Muntenesc Cu Marar 300g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-18704,300.0059935,shopify,8,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bunica-mustar-moldovenesc-cu-leustean-300g-18708,Bunica Mustar Moldovenesc Cu Leustean 300g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-18708,300.0059935,shopify,8,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bunica-mustar-ardelenesc-cu-tarhon-300g-18707,Bunica Mustar Ardelenesc Cu Tarhon 300g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-18707,300.0059935,shopify,8,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
negro-macrou-300-500-congelat-10kg-10507,Negro Macrou 300-500 Congelat 10kg,,Basarabia,,Frozen,Frozen,TRUE,Title,Default Title,,,,,,,,MAR-10507,9999.988107,shopify,9,deny,manual,5.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
linco-patisero-placinta-cu-dovleac-800g-16051,Linco Patisero Placinta Cu Dovleac 800g,,Basarabia,,Frozen,Frozen,TRUE,Title,Default Title,,,,,,,,MAR-16051,800.000863,shopify,10,deny,manual,5.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
linco-patisero-placinta-cu-branza-sarata-800g-16054,Linco Patisero Placinta Cu Branza Sarata 800g,,Basarabia,,Frozen,Frozen,TRUE,Title,Default Title,,,,,,,,MAR-16054,800.000863,shopify,10,deny,manual,6.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
linco-patisero-placinta-cu-branza-dulce-si-stafide-16053,Linco Patisero Placinta Cu Branza Dulce Si Stafide,,Basarabia,,Frozen,Frozen,TRUE,Title,Default Title,,,,,,,,MAR-16053,0,shopify,10,deny,manual,6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
linco-foi-placinta-400g-11046,Linco Foi Placinta 400g,,Basarabia,,Frozen,Frozen,TRUE,Title,Default Title,,,,,,,,MAR-11046,399.9777519,shopify,12,deny,manual,1.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
linco-aluat-foietaj-800g-11047,Linco Aluat Foietaj 800g,,Basarabia,,Frozen,Frozen,TRUE,Title,Default Title,,,,,,,,MAR-11047,800.000863,shopify,12,deny,manual,3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
edenia-visine-fara-samburi-450g-18864,Edenia Visine Fara Samburi 450g,,Basarabia,,Frozen,Frozen,TRUE,Title,Default Title,,,,,,,,MAR-18864,450.0089903,shopify,6,deny,manual,6.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
edenia-cartofi-pai-1kg-18863,Edenia Cartofi Pai 1kg,,Basarabia,,Frozen,Frozen,TRUE,Title,Default Title,,,,,,,,MAR-18863,999.9897389,shopify,6,deny,manual,2.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bella-foi-placinta-400g-10630,Bella Foi Placinta 400g,,Basarabia,,Frozen,Frozen,TRUE,Title,Default Title,,,,,,,,MAR-10630,399.9777519,shopify,24,deny,manual,1.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bella-aluat-foietaj-800g-10626,Bella Aluat Foietaj 800g,,Basarabia,,Frozen,Frozen,TRUE,Title,Default Title,,,,,,,,MAR-10626,800.000863,shopify,10,deny,manual,3.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ocean-fish-ton-maruntit-in-suc-propriu-160g-18053,Ocean Fish Ton Maruntit In Suc Propriu 160g,,Basarabia,,Fish,Fish,TRUE,Title,Default Title,,,,,,,,MAR-18053,159.9820289,shopify,6,deny,manual,1.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ocean-fish-ton-bucati-in-floarea-soarelui-160g-18052,Ocean Fish Ton Bucati In Floarea Soarelui 160g,,Basarabia,,Fish,Fish,TRUE,Title,Default Title,,,,,,,,MAR-18052,159.9820289,shopify,6,deny,manual,2.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ocean-fish-file-macrou-ulei-170g-13464,Ocean Fish File Macrou Ulei 170g,,Basarabia,,Fish,"Fish, price-match",TRUE,Title,Default Title,,,,,,,,MAR-13464,170.0064203,shopify,15,deny,manual,2.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ocean-fish-file-hering-sos-tomat-170g-13461,Ocean Fish File Hering Sos Tomat 170g,,Basarabia,,Fish,Fish,TRUE,Title,Default Title,,,,,,,,MAR-13461,170.0064203,shopify,15,deny,manual,1.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ocean-fish-ficat-de-cod-in-suc-propriu-121g-17789,Ocean Fish Ficat De Cod In Suc Propriu 121g,,Basarabia,,Fish,Fish,TRUE,Title,Default Title,,,,,,,,MAR-17789,121.0184443,shopify,12,deny,manual,2.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mandy-pate-somon-100g-18649,Mandy Pate Somon 100g,,Basarabia,,Fish,Fish,TRUE,Title,Default Title,,,,,,,,MAR-18649,100.0171176,shopify,9,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
home-garden-somon-file-a-la-grec-170g-18744,Home Garden Somon File A La Grec 170g,,Basarabia,,Fish,Fish,TRUE,Title,Default Title,,,,,,,,MAR-18744,170.0064203,shopify,16,deny,manual,3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
nufar-detartrant-clasic-1l-11974,Nufar Detartrant Clasic 1L,,Basarabia,,Cosmetics & Cleaning,Cosmetics & Cleaning,TRUE,Title,Default Title,,,,,,,,MAR-11974,0,shopify,8,deny,manual,3.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
doina-clasic-ingrijire-si-demachiere-200ml-11951,Doina Clasic Ingrijire Si Demachiere 200ml,,Basarabia,,Cosmetics & Cleaning,Cosmetics & Cleaning,TRUE,Title,Default Title,,,,,,,,MAR-11951,0,shopify,12,deny,manual,3.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
ace-clor-1l-12371,Ace Clor 1L,,Basarabia,,Cosmetics & Cleaning,Cosmetics & Cleaning,TRUE,Title,Default Title,,,,,,,,MAR-12371,0,shopify,18,deny,manual,2.6,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
ace-clor-2l-12772,Ace Clor 2L,,Basarabia,,Cosmetics & Cleaning,Cosmetics & Cleaning,TRUE,Title,Default Title,,,,,,,,MAR-12772,0,shopify,10,deny,manual,3.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
viva-salty-mix-jackpot-sarat-300g-15222,Viva Salty Mix (Jackpot Sarat) 300g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-15222,300.0059935,shopify,9,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
